"","P21452_153","P21452_161","P21452_165","P21452_169","P21452_173","P21452_177","P21452_181","P21452_189"
"PS_chr01_G000473",2,0,0,8,0,2,0,0
"PS_chr01_G000474",335,350.001,356,320.814,532.68,278.124,238.979,411.956
"PS_chr01_G000475",46183.844,53640.633,7074.618,23489.723,10824.13,34145.552,4558.325,3717.25
"PS_chr01_G000476",3232.373,2620.378,306,2568.74,773.468,2620.822,168,2436.342
"PS_chr01_G000477",789,1198.856,1064.002,338.671,1048.003,313,385.042,684.971
"PS_chr01_G000478",0,0,0,0,0,0,0,0
"PS_chr01_G000479",0,3,0,0,0,0,0,1
"PS_chr01_G000480",12,1,15,3,0,0,2,0
"PS_chr01_G000481",18,17,11,7,1,0,2,0
"PS_chr01_G000482",4,3,6,0,110,1,110,0
"PS_chr01_G000483",696,1587.003,4728,576,4211,59,3829,185
"PS_chr01_G000484",22,34,875.293,10,1723.017,14,662.016,562.697
"PS_chr01_G000485",510.593,430.32,790.945,587.79,1246.095,416.834,641.021,948.738
"PS_chr01_G000489",4960.324,3855.003,4752.588,3734.48,7094.992,3398.562,3313.271,5625.605
"PS_chr01_G000490",1355.336,1383.53,1602.595,2036.645,4046.723,1215.326,1970.058,3605.307
"PS_chr01_G000491",97,114,185,108,378.52,55.008,241.312,433
"PS_chr01_G000492",15,3,38,8,34,37,5,42
"PS_chr01_G000493",0,0,0,0,0,0,0,0
"PS_chr01_G000495",43,22,24.002,150.481,63.172,21.711,28,59.082
"PS_chr01_G000496",84.164,2.001,119.96,2,2.036,258.894,11,43
"PS_chr01_G000497",48.97,3,20,150.573,119.611,79.092,55,122.449
"PS_chr01_G000498",140.176,87.489,41.794,433.731,266.3,57.783,166.931,132.82
"PS_chr01_G000500",31.733,36.522,63.054,52.815,111.399,30.286,53.432,93.296
"PS_chr01_G000502",120.824,40.511,85.194,393.269,221.7,151.217,176.069,435.18
"PS_chr01_G000503",197.03,59.999,169.034,443.976,436.968,272.303,170,371.469
"PS_chr01_G000505",1196.713,897.399,1239.634,1632.675,1934.343,924.298,681.449,1803.127
"PS_chr01_G000507",2179.021,1749.472,1256.034,1367.042,1217.268,821.099,867.873,1473.084
"PS_chr01_G000509",77.078,167.518,29.47,57.834,25.341,51.395,31.408,1.338
"PS_chr01_G000510",76.605,42.534,88.183,42.519,112.221,109.038,17.406,13
"PS_chr01_G000511",191.749,97.319,236.445,99.11,143.484,257.982,71.446,15.568
"PS_chr01_G000512",15.395,14.466,37.817,45.481,36.779,34.962,9.594,0
"PS_chr01_G000513",52.172,74.163,11.085,2.055,50.175,53.622,22.147,3.093
"PS_chr01_G000514",0,0,0,0,0,0,0,0
"PS_chr01_G000515",696.484,807.22,444.488,626.472,1430.166,451.967,958.135,1159.988
"PS_chr01_G000516",869.501,595.102,541.638,375.459,1717.938,522.041,690.561,1874.841
"PS_chr01_G000517",0,0,0,0,0,0,0,0
"PS_chr01_G000518",0,0,0,0,0,0,0,0
"PS_chr01_G000519",0,0,0,0,0,0,0,0
"PS_chr01_G000520",9.277,0,14.607,6.906,2.9,0,0,0
"PS_chr01_G000521",0,0,0,0,0,0,0,0
"PS_chr01_G000522",1,0,0,0,0,0,0,0
"PS_chr01_G000523",0,0,0,0,0,0,0,0
"PS_chr01_G000524",0,0,0,0,0,0,0,0
"PS_chr01_G000525",0,0,0,0,0,0,0,0
"PS_chr01_G000526",9.177,9.111,33.812,1,64.177,9,8,178.533
"PS_chr01_G000527",8,8.889,6.188,0,16.823,0,0,113.566
"PS_chr01_G000528",0,0,0,0,0,0,0,3.03
"PS_chr01_G000529",0,0,0,0,0,0,0,0
"PS_chr01_G000530",0,0,0,0,0,0,0,0
"PS_chr01_G000531",0,2,1,0,8,0,0,0
"PS_chr01_G000532",0,0,0,0,0,0,0,0
"PS_chr01_G000533",128,98,132,1766.981,38,134,47,501.002
"PS_chr01_G000534",8,1,5,2.003,9,0,55,5
"PS_chr01_G000535",0,0,34.964,0,1.002,2,0,1.001
"PS_chr01_G000536",0,0,80,338,0,0,59,28
"PS_chr01_G000537",29,45,33,84,119,49,80,120
"PS_chr01_G000538",0,0,0,0,0,0,0,0
"PS_chr01_G000539",0,0,0,0,0,0,0,0
"PS_chr01_G000540",7,18,0,6,0,0,2,0
"PS_chr01_G000541",0,0,0,0,0,0,0,0
"PS_chr01_G000542",0,0,2,0,0,0,0,6
"PS_chr01_G000543",3,0,2,4,2,2,3,11
"PS_chr01_G000544",0,0,5,0,2,0,4,0
"PS_chr01_G000545",4.022,0,0,1.015,0,0,0,0
"PS_chr01_G000546",41.492,0,0,1.038,2.001,0,0,0
"PS_chr01_G000547",0,0,0,0,0,0,0,0
"PS_chr01_G000548",0,0,0,0,0,0,0,0
"PS_chr01_G000549",0,0,0,0,0,0,0,0
"PS_chr01_G000550",0,0,0,0,0,0,0,0
"PS_chr01_G000551",55,86,0,1,0,0,137,0
"PS_chr01_G000552",55,55.999,111,87.417,155,28,38,92
"PS_chr01_G000553",56,43,37,91,111.002,28,135,84.053
"PS_chr01_G000554",8,32,36,0,0,0,29,0
"PS_chr01_G000555",464.811,437.968,93.233,160.311,10.351,125.897,189,10.688
"PS_chr01_G000556",521.356,491.735,114.858,701.838,120.225,380.011,81.512,135.815
"PS_chr01_G000557",40.207,33.34,29.694,34.404,15.022,25.593,12,69.369
"PS_chr01_G000558",198.189,175.607,14.767,253.689,31.649,171.103,0,24.312
"PS_chr01_G000559",337.703,126.549,63.799,129.728,19.241,270.312,86.655,25.348
"PS_chr01_G000560",257.917,270.471,103.687,195.128,93.124,73.632,82.826,57.837
"PS_chr01_G000561",32.793,21.66,6.306,23.596,14.978,19.407,7,48.631
"PS_chr01_G000562",0,0,0,0,0,0,0,0
"PS_chr01_G000564",18.367,19.647,9.655,31.7,9.263,7.046,3,14
"PS_chr01_G000565",0,2,0,0,0,0,0,0
"PS_chr01_G000566",23.657,14.598,5,22.606,11.169,19,1.007,5
"PS_chr01_G000567",0,0,0,0,0,0,0,0
"PS_chr01_G000568",2,0,0,1,0,0,0,2
"PS_chr01_G000569",0,0,0,0,1,0,0,0
"PS_chr01_G000570",961.185,849.733,775,991.021,721.101,670,625.956,779.994
"PS_chr01_G000571",0,0,0,0,0,0,0,0
"PS_chr01_G000572",4244.298,4329.095,4368.429,6922.151,7651.347,4136.691,3050.709,5412.09
"PS_chr01_G000573",201.368,202.067,63.574,713.481,93.889,217.177,56.509,144.289
"PS_chr01_G000574",22.818,2.228,4.144,5.277,7.359,1.035,3.146,1.254
"PS_chr01_G000575",67.038,125.359,46.422,661.019,77.006,158.657,35.446,124.473
"PS_chr01_G000576",32.656,60.257,17.997,120.772,41.872,63.522,2.22,59.951
"PS_chr01_G000577",0,4.279,10.193,0,0,1.911,18.387,3.278
"PS_chr01_G000578",16.22,29.683,11.499,17.213,25.503,16.163,21.799,14.734
"PS_chr01_G000579",546.314,531.846,612.232,712.112,1015.752,647.316,640.411,989.087
"PS_chr01_G000580",0,0,0,0,0,0,0,0
"PS_chr01_G000581",0,0,0,0,0,0,0,0
"PS_chr01_G000582",743.24,288.222,164.766,957.825,227.121,135.389,72.822,339.048
"PS_chr01_G000583",101.919,47.66,21.22,86.405,44.136,56.27,14.424,57.408
"PS_chr01_G000584",430.277,680.389,335.868,985.266,178.162,208.993,180.486,325.12
"PS_chr01_G000585",23.185,4,6.496,28.048,21.954,8.518,5,33.55
"PS_chr01_G000586",682.964,537.643,1101.208,226.049,394.721,661.339,41.736,177.203
"PS_chr01_G000587",174.433,403.527,1145.68,186.403,585.357,44.756,22.133,213.12
"PS_chr01_G000588",1311.898,3629.115,2078.782,2099.875,1408.09,1446.783,372.507,841.041
"PS_chr01_G000589",0,0,0,0,0,0,0,0
"PS_chr01_G000590",2166.519,4593.78,2525.401,3063.448,3900.995,2470.685,886,1544.685
"PS_chr01_G000591",329.028,195.86,74.289,273.859,156.879,88.997,82.998,87.408
"PS_chr01_G000592",972.432,1539.025,2489.306,706.56,1618.046,604.221,186.95,854.705
"PS_chr01_G000593",174.87,303.355,96.411,244.17,295.477,238.392,71.046,155.755
"PS_chr01_G000594",351.206,899.015,1048.538,293.45,384.735,259.565,61.051,252.869
"PS_chr01_G000595",1012.864,2505.719,1273.573,658.832,645.537,905.54,128.971,387.509
"PS_chr01_G000596",2317.817,5629.098,2531.228,4187.273,1642.467,2844.428,701.03,1564.187
"PS_chr01_G000597",4328.374,4703.764,11194.987,4170.866,13399.947,3899.003,3302.706,11989.371
"PS_chr01_G000598",696.975,1435.469,2893.573,434.155,3198.545,745.95,830.485,2298.96
"PS_chr01_G000599",845.294,1091.38,2823.388,326.921,2241.305,88.835,433.58,2048.393
"PS_chr01_G000600",1576.25,1710.864,1229.949,1140.071,1737.771,1094,935.609,1417.155
"PS_chr01_G000601",2,0,0,0,7,0,0,3
"PS_chr01_G000602",0,0,0,0,0,0,0,0
"PS_chr01_G000603",1.903,7.467,15.892,0,12.62,16.805,4.56,0
"PS_chr01_G000604",0,0,0,1,0,4,0,0
"PS_chr01_G000605",2,0,6,0,3,0,0,0
"PS_chr01_G000606",0,0,0,0,0,0,0,0
"PS_chr01_G000607",17,5,14.64,20.766,10,20,14.702,25.668
"PS_chr01_G000608",0,1,15.36,8.234,8,14,8.298,17.332
"PS_chr01_G000609",0,0,5,0,0,0,0,0
"PS_chr01_G000610",0,0,0,0,0,0,0,0
"PS_chr01_G000611",0,0,0,0,0,0,0,0
"PS_chr01_G000612",0,0,4,0,0,0,0,0
"PS_chr01_G000613",0,0,0,0,0,0,0,0
"PS_chr01_G000614",0,0,0,0,0,0,0,0
"PS_chr01_G000615",0,0,5,0,0,0,0,0
"PS_chr01_G000616",0,0,0,0,0,0,0,0
"PS_chr01_G000617",0,0,0,0,0,0,0,0
"PS_chr01_G000618",0,0,0,0,0,0,0,0
"PS_chr01_G000619",10,1,14,3,0,0,0,0
"PS_chr01_G000620",0,0,2,0,0,0,0,0
"PS_chr01_G000621",2675.957,2378.725,2834.655,2996.362,4014.916,2618.525,1581.391,3008.601
"PS_chr01_G000623",774,388.045,793.52,923.17,1325.696,492.817,745.588,781.74
"PS_chr01_G000624",0,0,0,0,2,0,0,0
"PS_chr01_G000625",0,0,1.055,3.242,0,0,0,0
"PS_chr01_G000626",0,0,2,2,1,0,0,0
"PS_chr01_G000627",3957.334,3993.747,3075.429,4168.576,4171.012,3101.322,2253.272,3685.221
"PS_chr01_G000628",105.732,23.033,44.918,156.985,70.228,16.945,33.132,70.526
"PS_chr01_G000629",30,14,14,38,70,33.566,25,103
"PS_chr01_G000630",0,0,0,0,0,0,0,0
"PS_chr01_G000631",1587.926,2022.881,1569.766,2366.784,2037.182,1448.834,956.534,1948.292
"PS_chr01_G000632",172.031,189,308,189.007,445.807,130.027,226.003,382.435
"PS_chr01_G000633",1327.088,1000.747,1130.434,774.551,1430.723,807.965,830.999,1597.408
"PS_chr01_G000634",3,0,0,1,3,0,3,3
"PS_chr01_G000635",2,0,0,0,1,1,3,0
"PS_chr01_G000636",0,0,0,0,7,1,1,6
"PS_chr01_G000637",0,0,0,0,0,0,0,0
"PS_chr01_G000638",103.009,200,250.27,144,16,186.176,222.001,57.093
"PS_chr01_G000639",0,0,0,94,1,0,0,0
"PS_chr01_G000640",2,0,1,94,0,34,2,8
"PS_chr01_G000641",14,3,1,40,10,9,2,20
"PS_chr01_G000642",4,0,0,0,3,1,0,3
"PS_chr01_G000643",128,212,128,870,170,356,12,96
"PS_chr01_G000644",5,16,6,4.998,71,32,14,13
"PS_chr01_G000645",0,0,0,4.002,2,16,3,0
"PS_chr01_G000646",0,0,0,0,0,5.314,0,0
"PS_chr01_G000647",2942.788,2782.713,3604.256,3063.356,3988.504,1965.927,2055.042,4215.085
"PS_chr01_G000648",107.425,93,305.214,269.917,658.602,131.916,304.144,430
"PS_chr01_G000649",4.575,0,0,0,10.405,0,4.932,0
"PS_chr01_G000650",0,0,0,0,0,0,0,0
"PS_chr01_G000651",716.177,591.956,609.432,968.553,561.534,628.041,289.569,580.571
"PS_chr01_G000652",7,1,3,0,0,3,3.77,3
"PS_chr01_G000653",3066.384,2959.713,3229.406,3155.951,4195.277,2232.234,2546.826,4656.223
"PS_chr01_G000654",727,526.405,538.263,552.95,763.069,542.004,381,681.502
"PS_chr01_G000656",0,0,29.098,33.386,319.041,29.65,96.209,0
"PS_chr01_G000657",347.225,358.541,367.763,546.524,1477.289,339.496,766.22,800.981
"PS_chr01_G000658",40,31,122,39,14,49,11,485
"PS_chr01_G000659",289.811,612.458,1080.648,542.654,1722.383,443.232,775.887,896.364
"PS_chr01_G000660",6.907,16.224,40.73,37.437,134.138,17.068,51.844,17.505
"PS_chr01_G000661",48.477,50.342,37.506,47.08,23.422,110.089,14.144,34.824
"PS_chr01_G000662",21,11,168,73,95.062,17.138,13.009,27.013
"PS_chr01_G000663",0,0,0,0,2.028,0,0,1.003
"PS_chr01_G000664",6.203,0,4.084,5.808,0,0,0,0
"PS_chr01_G000665",0,0,0,0,0,0,0,0
"PS_chr01_G000666",0,2,7,0,2,0,0,0
"PS_chr01_G000667",155,141,197.059,232,253.05,163,95.005,222.034
"PS_chr01_G000668",32,146,117.318,205.034,174,8,0,107.518
"PS_chr01_G000669",1358.535,1099,1399.151,1486.643,2605.778,1204.628,1214.282,2169.478
"PS_chr01_G000670",119.073,180,444.285,252,560.2,76,215.481,379.091
"PS_chr01_G000671",1172.298,988.091,2828.524,1563.985,2979.549,845.496,1120.598,2385.244
"PS_chr01_G000672",87.313,130.043,41.716,0,191.033,0,0,40.206
"PS_chr01_G000673",2730.26,2196.608,2444.407,3725.063,4096.573,1902.999,1624.104,3447.443
"PS_chr01_G000675",9,5,20,31,32,34.006,10,1
"PS_chr01_G000676",147,69,314.164,177.005,596.157,112,213.174,513.816
"PS_chr01_G000677",1832.912,1585.844,1552.292,2035.945,2188.808,1478.196,823.865,1581.464
"PS_chr01_G000679",1,1,3,0,0,0,4,2
"PS_chr01_G000680",0,9,0,0,0,0,0,0
"PS_chr01_G000681",11.673,0,6.003,0,4,14,9,43.484
"PS_chr01_G000683",173,158,100,250,13.622,2,1,191.99
"PS_chr01_G000684",9.423,0,0,0,0,0,0,0
"PS_chr01_G000685",2361.877,2705.736,2651.399,3119.827,2986.106,1944.442,1424.138,3140.733
"PS_chr01_G000686",1612.116,1237.033,1508.696,1471.512,2182.069,1063.382,998.48,1886.074
"PS_chr01_G000688",44,12,192,38,132.086,5,11,50
"PS_chr01_G000689",1,0,0,1,0,0,0,0
"PS_chr01_G000690",12,1,65,45,1,112,29,162
"PS_chr01_G000691",0,0,0,0,0,0,0,33
"PS_chr01_G000692",241,111,179,188,225,177.653,113,241
"PS_chr01_G000693",124.004,140,505,130,294.996,108,189.001,558
"PS_chr01_G000694",4346.811,2635.881,2025.909,3415.102,3284.269,2707.753,1447.748,3102.09
"PS_chr01_G000695",11,11.559,19,0,26,22,6.244,46
"PS_chr01_G000696",0,0,0,0,3,0,0,0
"PS_chr01_G000698",12.391,4.431,9.52,45.939,44.069,11.538,3.997,41.972
"PS_chr01_G000699",1241.807,839.327,795.061,3149.716,2388.812,1636.727,481.229,1021.707
"PS_chr01_G000700",183,419,563,406,301.903,78,108,188.999
"PS_chr01_G000701",0,0,0,0,0,0,0,0
"PS_chr01_G000702",78.828,329.95,361.351,328.402,251.6,112.103,71.044,117.121
"PS_chr01_G000703",10.976,4.152,32.269,64.734,59.869,16.79,0,7.202
"PS_chr01_G000704",0,0,0,0,1,0,0,0
"PS_chr01_G000705",658.883,391.608,395.254,3198.332,1795.761,1072.189,318.368,783.29
"PS_chr01_G000706",0,0,0,1,0,0,0,0
"PS_chr01_G000707",6.001,5,5.736,34.708,12.97,12.104,7.405,8.079
"PS_chr01_G000708",311,363,456.383,412.665,656.137,369.226,370.337,674.688
"PS_chr01_G000709",1117.196,1011.859,1434.194,1218.715,1765.736,849.354,862.247,1221.341
"PS_chr01_G000711",414,447.014,617.711,319.947,510.721,338.591,160.992,872.201
"PS_chr01_G000712",1194.43,1679.482,2483.991,1529.407,1562.201,786.344,1735.598,2718.461
"PS_chr01_G000713",897.347,813.148,1037.114,1080.109,1623.272,780.471,758.354,1196.489
"PS_chr01_G000714",935.215,867.384,1340.996,944.564,743.411,610.788,156,869.302
"PS_chr01_G000715",338.118,531.205,365.435,808.436,563.122,515.546,356.523,589.645
"PS_chr01_G000716",4357.219,3564.086,4077.545,4919.657,4763.71,3181.734,2285.62,4238.278
"PS_chr01_G000717",240.093,349,161,287.872,271,190,64,148.123
"PS_chr01_G000718",0,2,0,0,0,0,0,0
"PS_chr01_G000719",561.813,477.578,263,338.999,790.675,280.003,187.997,186
"PS_chr01_G000722",656.706,464,721.846,197.998,1145,443.236,382.305,1067.982
"PS_chr01_G000723",152,34,213,119,230,234.969,126,128
"PS_chr01_G000724",470,432,309,696,48,598,55,602
"PS_chr01_G000725",467,387,337.419,1200.735,350,321.182,233.975,403.002
"PS_chr01_G000726",19,15,13,80,12,44,21,32
"PS_chr01_G000727",136.956,140.581,41.965,458.143,6.644,411.953,11,75.62
"PS_chr01_G000728",254.949,202.925,29.586,514.348,30.951,293.621,20.595,59.709
"PS_chr01_G000729",355.406,185.681,34.406,74.224,54.838,112.887,4.808,28.605
"PS_chr01_G000730",282.69,420.946,90.043,318.55,49.567,350.581,17.597,90.441
"PS_chr01_G000731",0,0,0,0,0,0,0,0
"PS_chr01_G000732",102,36,44,94,29,152,21,18
"PS_chr01_G000733",4,0,0,0,0,0,0,0
"PS_chr01_G000734",389,189,82,189.2,70,132,17,68
"PS_chr01_G000735",11.058,11.172,25.005,59.974,35.918,66.859,0,82.613
"PS_chr01_G000736",0,0,0,0,0,0,1,0
"PS_chr01_G000737",0,0,2,0,24.465,0,0,33.685
"PS_chr01_G000738",43.598,26.438,24.408,109.472,83.615,76.235,3.297,144.854
"PS_chr01_G000739",3.058,0,0,9.461,58.752,3.007,0,69.561
"PS_chr01_G000740",0,0,0,13.12,0,0,0,8.437
"PS_chr01_G000741",0,0,0,0,0,0,0,0
"PS_chr01_G000742",14.245,0,12.1,112.552,30.89,40.489,0,172.545
"PS_chr01_G000743",0,0,0,0,0,0,0,0
"PS_chr01_G000744",4,0,6,22.008,7,0,1,35.563
"PS_chr01_G000745",0,0,0,0,0,1,0,0
"PS_chr01_G000746",270.727,181.045,272.549,309.039,373.798,493.676,43.132,247.832
"PS_chr01_G000747",8,0,0,0,0,0,0,4
"PS_chr01_G000748",32.469,0,5.77,18.331,25.118,2485.876,4.369,24.58
"PS_chr01_G000749",20.985,43.527,1,14.884,4,122.242,0,0
"PS_chr01_G000750",197.178,71.079,3,67.659,0,559.98,16.005,10.04
"PS_chr01_G000751",19,0,1,0,0,8,2,239.195
"PS_chr01_G000752",124.951,42.768,27.503,93.622,140.355,106.184,16.861,187.101
"PS_chr01_G000753",2,3,0,1,2,2,0,0
"PS_chr01_G000754",42.697,0,21.9,89.987,79.893,369.504,0,141.233
"PS_chr01_G000755",1,2,5.001,9,18.001,3,0,6
"PS_chr01_G000756",42,16,22,374,658,127,33,78
"PS_chr01_G000757",2,8,3,6,77.671,5,2,91.359
"PS_chr01_G000758",69.137,30.516,30.195,179.453,257.62,212.614,3.021,232.676
"PS_chr01_G000759",5,3,0,25,38,10,0,0
"PS_chr01_G000760",12.748,2,0,12,26,0,19,0
"PS_chr01_G000761",0,21,9,2,0,2,0,0
"PS_chr01_G000762",1228.268,1085.489,876.523,1376.968,1534.982,801.995,606.624,1204.26
"PS_chr01_G000763",665,890,834,673.815,689.71,562.742,91.006,1393.33
"PS_chr01_G000764",135.525,124.559,131.869,143.06,314.434,124.918,78.795,322.128
"PS_chr01_G000765",0,0,0,0,0,0,0,0
"PS_chr01_G000766",1035.202,1340.003,2390.366,1968.943,1583.006,1570.898,834.535,1508.977
"PS_chr01_G000767",0,0,0,0,0,0,0,0
"PS_chr01_G000768",0,0,0,0,0,0,0,0
"PS_chr01_G000769",291.546,232,723.58,369,550.243,220,94.556,500.001
"PS_chr01_G000770",649.49,557.417,1401.247,1071.783,2124.303,491,948.229,2738.028
"PS_chr01_G000771",24,13,70,10,70,77,34,107
"PS_chr01_G000772",120,73,409,162,248,141.001,80,224
"PS_chr01_G000773",3924.464,3133.6,3105.557,4943.485,3388.42,2798.046,1673.978,3115.046
"PS_chr01_G000775",80,63.943,132,70,156,56,44,84
"PS_chr01_G000776",0,0,0,0,0,0,0,0
"PS_chr01_G000777",0,0,0,3,1.555,0,0,4
"PS_chr01_G000778",0,0,1,0,1.154,0,0,1
"PS_chr01_G000779",0,2,0,0,12,0,7,5
"PS_chr01_G000780",21,3,25,2,3,3,0,4
"PS_chr01_G000781",1,0,0,2,1,0,0,1
"PS_chr01_G000783",0,0,0,0,0,0,0,0
"PS_chr01_G000787",306,166,350.608,323,366.248,202,181,250.157
"PS_chr01_G000788",6.451,23.832,15.156,0,2.424,18.565,9.591,6.556
"PS_chr01_G000789",11.429,7,7.93,5,0,8.895,3,0
"PS_chr01_G000790",121,94,260,137.613,304.059,143,206.25,249.325
"PS_chr01_G000791",122,74,52,151.011,77,87,58,43
"PS_chr01_G000792",1172.467,1012.936,783.55,1396.42,1704.676,932.011,754.278,1315.165
"PS_chr01_G000793",0,0,0,2.168,0,0,2.79,3.605
"PS_chr01_G000794",1000.127,437.436,653.91,1328.943,1798.19,756.855,669.689,1931.401
"PS_chr01_G000795",2786.3,2397.463,2305.974,2396.446,3094.923,2157.469,1635.572,2880.458
"PS_chr01_G000796",0,0,0,0,0,1,0,1
"PS_chr01_G000798",2022.311,1013.966,2467.82,1103.399,5178.716,1008.311,2902.955,3777.891
"PS_chr01_G000799",2999.323,1605.644,3477.975,2036.372,4247.026,1619.924,1663.634,2747.082
"PS_chr01_G000803",7.147,1.005,0,41.587,35.339,38.653,20.465,23.461
"PS_chr01_G000804",3.682,14.13,4,15.178,6,6,4,7
"PS_chr01_G000805",5.318,3.87,0,0,0,0,0,0
"PS_chr01_G000806",0,0,0,28.822,0,10,1,0
"PS_chr01_G000807",205.883,236.179,365.354,1055.044,363.241,518.907,258.299,467.505
"PS_chr01_G000809",3.479,11.005,3.803,34.855,12.411,14.222,5.166,5.112
"PS_chr01_G000811",57.052,114.332,66.241,141.082,104.219,33.019,17.87,27.086
"PS_chr01_G000812",103.619,104.989,53.688,382.209,319.674,249.438,60.339,88.384
"PS_chr01_G000814",7,1,19,12.394,7.48,25.005,0,6.009
"PS_chr01_G000815",0,0,0,0,1,0,0,0
"PS_chr01_G000816",3,0,0,5.616,22.698,7.043,0,9.993
"PS_chr01_G000817",0,0,0,0,0,0,0,0
"PS_chr01_G000818",0,0,0,0,0,0,0,0
"PS_chr01_G000819",585.571,919.775,282.642,1380.237,158.341,270.853,152.703,453.009
"PS_chr01_G000820",0,0,0,0,0,0,81.02,297.001
"PS_chr01_G000821",0,0,1.998,0,0,0,2.309,59.065
"PS_chr01_G000822",0,0,1.002,0,0,0,4.691,67.935
"PS_chr01_G000823",50.662,0,121.445,502.481,455.799,190.503,0,718.452
"PS_chr01_G000824",35.338,0,42.555,57.797,58.201,16.767,0,64.571
"PS_chr01_G000825",371,546.775,367.508,404.451,161.67,96.444,67,157.076
"PS_chr01_G000827",0,0,0,0,0,0,2,0
"PS_chr01_G000828",105.007,115.029,316,353.4,636.175,321,233.012,472.566
"PS_chr01_G000829",2,0,7,3,4,3,13.999,2
"PS_chr01_G000830",1,0,0,1,0,0,3,0
"PS_chr01_G000831",43,75,121.38,5,111,0,103.109,73.064
"PS_chr01_G000832",2,3,1,0,1,0,5,0
"PS_chr01_G000833",0,57.758,135.442,36.128,0,0,41.72,9.999
"PS_chr01_G000834",35.993,35.971,105,100.992,155.825,82,44.988,353.436
"PS_chr01_G000835",27.003,57.742,289.079,58.546,125.809,52.575,201.679,183.98
"PS_chr01_G000836",155,388.851,477,474.409,211.787,132.983,228.155,319
"PS_chr01_G000837",829.025,1532.299,615.366,3142.129,141,699.001,131,281.918
"PS_chr01_G000838",1464.155,1294.687,1492.325,1602.958,2322.027,1072.003,919.766,1610.511
"PS_chr01_G000840",325.275,115.944,222.787,472.203,436.4,260.049,189.918,391.836
"PS_chr01_G000841",464.527,362.093,411.816,219.522,512.819,201.951,202.13,241.481
"PS_chr01_G000842",0,0,0,0,0,0,0,0
"PS_chr01_G000844",104.03,53,141,303,452.598,142.043,442.357,361.995
"PS_chr01_G000846",69.766,64.009,35.64,97.243,52.103,101.835,33.152,97.929
"PS_chr01_G000847",103.216,87.964,129.764,339.872,232.228,252.013,42.001,205.263
"PS_chr01_G000848",28.254,14.06,55.546,89.263,136.745,27.135,38.85,86.174
"PS_chr01_G000849",153.458,160.666,198.149,81.66,268.387,89.368,84.278,222.486
"PS_chr01_G000850",30.648,63.855,9.821,48.022,92.522,23.907,48.057,24.282
"PS_chr01_G000851",45.061,40.833,14.608,96.56,130.553,21.222,83.51,49.094
"PS_chr01_G000852",0,2.963,0,0,7.518,0,3.543,0
"PS_chr01_G000853",511.257,517.311,588.592,948.385,910.905,373.259,610.538,679.229
"PS_chr01_G000854",10.513,18.575,0,8.21,27.587,0.853,1.046,1.015
"PS_chr01_G000855",6,7,1,2,4,6.003,2,10
"PS_chr01_G000857",71.689,41.395,77.91,18.645,73.388,18.866,80.336,154.003
"PS_chr01_G000858",0,0,0,0,0,0,0,0
"PS_chr01_G000859",141.484,250.924,249.649,6.059,1.005,0,0,295.005
"PS_chr01_G000860",64.424,156.111,492.897,110.04,78.363,15.754,46.141,1785.518
"PS_chr01_G000861",115.888,72.494,200.573,159.401,132.249,36.377,123.527,183.402
"PS_chr01_G000863",1091.739,682.723,460.185,709.484,241.262,1101.797,119.454,284.216
"PS_chr01_G000864",2,0,3,1,1,1,0,0
"PS_chr01_G000865",0,0,2.004,0,3.175,0,2,10.015
"PS_chr01_G000866",0,0,5.725,0,4,0,2,0
"PS_chr01_G000867",2,1,46,2,83,11,14.999,57
"PS_chr01_G000868",72.056,55,29,32,92.639,41,65,74
"PS_chr01_G000874",4519.293,3295.337,2870.665,4583.351,5043.619,3231.845,2036.735,3610.782
"PS_chr01_G000875",7,0,8,0,0,3,4,0
"PS_chr01_G000876",44,38,48,57,80,30,46,69
"PS_chr01_G000877",7113.859,7579.74,6724.163,6902.154,8189.181,4892.558,4046.778,6117.51
"PS_chr01_G000879",0,2,2,1,3,2.594,0,3.089
"PS_chr01_G000881",425.203,297.968,438.851,463.439,829.71,459.119,380.804,643.011
"PS_chr01_G000882",2984.701,1431.193,1977.036,2455.94,1204.152,2765.371,1063.618,421.149
"PS_chr01_G000883",12643.913,4891.375,3937.694,3957.445,2190.801,4409.577,1018.506,1796.16
"PS_chr01_G000884",1676.071,989.715,1182.483,1030.326,766.254,1395.505,495.036,935.694
"PS_chr01_G000885",3741.652,2012.119,904.178,1453.137,2591.314,1289.26,1201.628,1904.851
"PS_chr01_G000886",4523.188,2562.272,1694.108,1398.99,1225.779,1695.038,568.106,636.435
"PS_chr01_G000887",9012.171,4904.844,3552.495,7842.485,4052.926,4951.873,1789.447,6573.081
"PS_chr01_G000888",832.008,644.046,1085.955,981.871,1578.64,900.538,672.485,845.996
"PS_chr01_G000889",5934.979,1451.602,838.518,4427.59,789.472,3844.892,347.991,1224.666
"PS_chr01_G000890",906.942,163.306,244.634,520.249,402.285,771.263,273.733,408.832
"PS_chr01_G000891",0,0,0,0,0,0,0,0
"PS_chr01_G000892",0,0,0,0,1,0,0,0
"PS_chr01_G000893",0,0,0,0,0,0,0,0
"PS_chr01_G000894",3426.375,1574.623,1997.49,3566.586,2348.229,2652.518,1011.107,1973.338
"PS_chr01_G000895",340.833,287.001,287.332,419.128,274.582,229.621,182.028,284.183
"PS_chr01_G000896",0,0,0,0,0,0,0,0
