PS_chr01_G000001.mRNA.3	PS_chr01_G000001
PS_chr01_G000589.mRNA.1	PS_chr01_G000589
PS_chr01_G000590.mRNA.1	PS_chr01_G000590
PS_chr01_G000591.mRNA.1	PS_chr01_G000591
PS_chr01_G000592.mRNA.4	PS_chr01_G000592
PS_chr01_G000593.mRNA.1	PS_chr01_G000593
PS_chr01_G000594.mRNA.1	PS_chr01_G000594
PS_chr01_G000595.mRNA.1	PS_chr01_G000595
PS_chr01_G000596.mRNA.1	PS_chr01_G000596
PS_chr01_G000597.mRNA.2	PS_chr01_G000597
PS_chr01_G000598.mRNA.2	PS_chr01_G000598
PS_chr01_G000599.mRNA.1	PS_chr01_G000599
PS_chr01_G000600.mRNA.1	PS_chr01_G000600
PS_chr01_G000601.mRNA.1	PS_chr01_G000601
PS_chr01_G000602.mRNA.1	PS_chr01_G000602
PS_chr01_G000603.mRNA.1	PS_chr01_G000603
PS_chr01_G000604.mRNA.1	PS_chr01_G000604
PS_chr01_G000605.mRNA.1	PS_chr01_G000605
PS_chr01_G000606.mRNA.1	PS_chr01_G000606
PS_chr01_G000607.mRNA.1	PS_chr01_G000607
PS_chr01_G000608.mRNA.1	PS_chr01_G000608
PS_chr01_G000609.mRNA.1	PS_chr01_G000609
PS_chr01_G000610.mRNA.1	PS_chr01_G000610
PS_chr01_G000611.mRNA.1	PS_chr01_G000611
PS_chr01_G000612.mRNA.1	PS_chr01_G000612
PS_chr01_G000613.mRNA.1	PS_chr01_G000613
PS_chr01_G000614.mRNA.1	PS_chr01_G000614
PS_chr01_G000615.mRNA.2	PS_chr01_G000615
PS_chr01_G000616.mRNA.1	PS_chr01_G000616
PS_chr01_G000617.mRNA.1	PS_chr01_G000617
PS_chr01_G000618.mRNA.1	PS_chr01_G000618
PS_chr01_G000619.mRNA.1	PS_chr01_G000619
PS_chr01_G000620.mRNA.1	PS_chr01_G000620
PS_chr01_G000621.mRNA.8	PS_chr01_G000621
PS_chr01_G000623.mRNA.19	PS_chr01_G000623
PS_chr01_G000624.mRNA.1	PS_chr01_G000624
PS_chr01_G000625.mRNA.1	PS_chr01_G000625
PS_chr01_G000626.mRNA.1	PS_chr01_G000626
PS_chr01_G000628.mRNA.1	PS_chr01_G000628
PS_chr01_G000627.mRNA.2	PS_chr01_G000627
PS_chr01_G000629.mRNA.1	PS_chr01_G000629
PS_chr01_G000630.mRNA.1	PS_chr01_G000630
PS_chr01_G000631.mRNA.2	PS_chr01_G000631
PS_chr01_G000632.mRNA.2	PS_chr01_G000632
PS_chr01_G000633.mRNA.2	PS_chr01_G000633
PS_chr01_G000634.mRNA.1	PS_chr01_G000634
PS_chr01_G000635.mRNA.1	PS_chr01_G000635
PS_chr01_G000636.mRNA.1	PS_chr01_G000636
PS_chr01_G000637.mRNA.1	PS_chr01_G000637
PS_chr01_G000638.mRNA.2	PS_chr01_G000638
PS_chr01_G000639.mRNA.1	PS_chr01_G000639
PS_chr01_G000640.mRNA.1	PS_chr01_G000640
PS_chr01_G000641.mRNA.1	PS_chr01_G000641
PS_chr01_G000642.mRNA.1	PS_chr01_G000642
PS_chr01_G000643.mRNA.1	PS_chr01_G000643
PS_chr01_G000644.mRNA.1	PS_chr01_G000644
PS_chr01_G000645.mRNA.1	PS_chr01_G000645
PS_chr01_G000646.mRNA.1	PS_chr01_G000646
PS_chr01_G000647.mRNA.1	PS_chr01_G000647
PS_chr01_G000648.mRNA.1	PS_chr01_G000648
PS_chr01_G000649.mRNA.1	PS_chr01_G000649
PS_chr01_G000650.mRNA.1	PS_chr01_G000650
PS_chr01_G000651.mRNA.1	PS_chr01_G000651
PS_chr01_G000652.mRNA.1	PS_chr01_G000652
PS_chr01_G000653.mRNA.1	PS_chr01_G000653
PS_chr01_G000654.mRNA.4	PS_chr01_G000654
PS_chr01_G000656.mRNA.1	PS_chr01_G000656
PS_chr01_G000657.mRNA.1	PS_chr01_G000657
PS_chr01_G000658.mRNA.1	PS_chr01_G000658
PS_chr01_G000659.mRNA.1	PS_chr01_G000659
PS_chr01_G000660.mRNA.1	PS_chr01_G000660
PS_chr01_G000661.mRNA.1	PS_chr01_G000661
PS_chr01_G000662.mRNA.1	PS_chr01_G000662
PS_chr01_G000663.mRNA.1	PS_chr01_G000663
PS_chr01_G000664.mRNA.1	PS_chr01_G000664
PS_chr01_G000665.mRNA.1	PS_chr01_G000665
PS_chr01_G000666.mRNA.1	PS_chr01_G000666
PS_chr01_G000667.mRNA.1	PS_chr01_G000667
PS_chr01_G000668.mRNA.1	PS_chr01_G000668
PS_chr01_G000669.mRNA.1	PS_chr01_G000669
PS_chr01_G000670.mRNA.3	PS_chr01_G000670
PS_chr01_G000671.mRNA.11	PS_chr01_G000671
PS_chr01_G000672.mRNA.1	PS_chr01_G000672
PS_chr01_G000673.mRNA.3	PS_chr01_G000673
PS_chr01_G000675.mRNA.1	PS_chr01_G000675
PS_chr01_G000676.mRNA.1	PS_chr01_G000676
PS_chr01_G000677.mRNA.1	PS_chr01_G000677
PS_chr01_G000679.mRNA.1	PS_chr01_G000679
PS_chr01_G000680.mRNA.2	PS_chr01_G000680
PS_chr01_G000681.mRNA.1	PS_chr01_G000681
PS_chr01_G000683.mRNA.1	PS_chr01_G000683
PS_chr01_G000684.mRNA.1	PS_chr01_G000684
PS_chr01_G000685.mRNA.1	PS_chr01_G000685
PS_chr01_G000686.mRNA.4	PS_chr01_G000686
PS_chr01_G000688.mRNA.1	PS_chr01_G000688
PS_chr01_G000689.mRNA.1	PS_chr01_G000689
PS_chr01_G000690.mRNA.1	PS_chr01_G000690
PS_chr01_G000691.mRNA.1	PS_chr01_G000691
PS_chr01_G000692.mRNA.1	PS_chr01_G000692
PS_chr01_G000693.mRNA.2	PS_chr01_G000693
PS_chr01_G000694.mRNA.3	PS_chr01_G000694
PS_chr01_G000695.mRNA.1	PS_chr01_G000695
PS_chr01_G000696.mRNA.1	PS_chr01_G000696
PS_chr01_G000698.mRNA.1	PS_chr01_G000698
PS_chr01_G000699.mRNA.1	PS_chr01_G000699
PS_chr01_G000700.mRNA.1	PS_chr01_G000700
PS_chr01_G000701.mRNA.1	PS_chr01_G000701
PS_chr01_G000702.mRNA.1	PS_chr01_G000702
PS_chr01_G000703.mRNA.1	PS_chr01_G000703
PS_chr01_G000704.mRNA.1	PS_chr01_G000704
PS_chr01_G000705.mRNA.1	PS_chr01_G000705
PS_chr01_G000706.mRNA.1	PS_chr01_G000706
PS_chr01_G000707.mRNA.1	PS_chr01_G000707
PS_chr01_G000708.mRNA.1	PS_chr01_G000708
PS_chr01_G000709.mRNA.1	PS_chr01_G000709
PS_chr01_G000711.mRNA.1	PS_chr01_G000711
PS_chr01_G000712.mRNA.2	PS_chr01_G000712
PS_chr01_G000713.mRNA.4	PS_chr01_G000713
PS_chr01_G000714.mRNA.1	PS_chr01_G000714
PS_chr01_G000715.mRNA.1	PS_chr01_G000715
PS_chr01_G000716.mRNA.1	PS_chr01_G000716
PS_chr01_G000717.mRNA.1	PS_chr01_G000717
PS_chr01_G000718.mRNA.1	PS_chr01_G000718
PS_chr01_G000719.mRNA.1	PS_chr01_G000719
PS_chr01_G000722.mRNA.2	PS_chr01_G000722
PS_chr01_G000723.mRNA.1	PS_chr01_G000723
PS_chr01_G000724.mRNA.1	PS_chr01_G000724
PS_chr01_G000725.mRNA.1	PS_chr01_G000725
PS_chr01_G000726.mRNA.1	PS_chr01_G000726
PS_chr01_G000727.mRNA.1	PS_chr01_G000727
PS_chr01_G000728.mRNA.1	PS_chr01_G000728
PS_chr01_G000729.mRNA.1	PS_chr01_G000729
PS_chr01_G000730.mRNA.2	PS_chr01_G000730
PS_chr01_G000731.mRNA.1	PS_chr01_G000731
PS_chr01_G000732.mRNA.2	PS_chr01_G000732
PS_chr01_G000733.mRNA.1	PS_chr01_G000733
PS_chr01_G000734.mRNA.1	PS_chr01_G000734
PS_chr01_G000735.mRNA.5	PS_chr01_G000735
PS_chr01_G000736.mRNA.1	PS_chr01_G000736
PS_chr01_G000737.mRNA.1	PS_chr01_G000737
PS_chr01_G000738.mRNA.2	PS_chr01_G000738
PS_chr01_G000739.mRNA.4	PS_chr01_G000739
PS_chr01_G000740.mRNA.1	PS_chr01_G000740
PS_chr01_G000741.mRNA.1	PS_chr01_G000741
PS_chr01_G000742.mRNA.1	PS_chr01_G000742
PS_chr01_G000743.mRNA.1	PS_chr01_G000743
PS_chr01_G000744.mRNA.1	PS_chr01_G000744
PS_chr01_G000745.mRNA.1	PS_chr01_G000745
PS_chr01_G000746.mRNA.3	PS_chr01_G000746
PS_chr01_G000747.mRNA.1	PS_chr01_G000747
PS_chr01_G000748.mRNA.4	PS_chr01_G000748
PS_chr01_G000749.mRNA.1	PS_chr01_G000749
PS_chr01_G000750.mRNA.1	PS_chr01_G000750
PS_chr01_G000751.mRNA.1	PS_chr01_G000751
PS_chr01_G000752.mRNA.1	PS_chr01_G000752
PS_chr01_G000753.mRNA.1	PS_chr01_G000753
PS_chr01_G000754.mRNA.3	PS_chr01_G000754
PS_chr01_G000755.mRNA.1	PS_chr01_G000755
PS_chr01_G000756.mRNA.1	PS_chr01_G000756
PS_chr01_G000757.mRNA.1	PS_chr01_G000757
PS_chr01_G000758.mRNA.1	PS_chr01_G000758
PS_chr01_G000759.mRNA.1	PS_chr01_G000759
PS_chr01_G000760.mRNA.1	PS_chr01_G000760
PS_chr01_G000761.mRNA.1	PS_chr01_G000761
PS_chr01_G000762.mRNA.1	PS_chr01_G000762
PS_chr01_G000763.mRNA.1	PS_chr01_G000763
PS_chr01_G000764.mRNA.1	PS_chr01_G000764
PS_chr01_G000765.mRNA.1	PS_chr01_G000765
PS_chr01_G000766.mRNA.1	PS_chr01_G000766
PS_chr01_G000767.mRNA.1	PS_chr01_G000767
PS_chr01_G000768.mRNA.1	PS_chr01_G000768
PS_chr01_G000769.mRNA.1	PS_chr01_G000769
PS_chr01_G000770.mRNA.2	PS_chr01_G000770
PS_chr01_G000771.mRNA.3	PS_chr01_G000771
PS_chr01_G000772.mRNA.1	PS_chr01_G000772
PS_chr01_G000773.mRNA.2	PS_chr01_G000773
PS_chr01_G000775.mRNA.1	PS_chr01_G000775
PS_chr01_G000776.mRNA.1	PS_chr01_G000776
PS_chr01_G000777.mRNA.1	PS_chr01_G000777
PS_chr01_G000778.mRNA.1	PS_chr01_G000778
PS_chr01_G000779.mRNA.1	PS_chr01_G000779
PS_chr01_G000780.mRNA.1	PS_chr01_G000780
PS_chr01_G000781.mRNA.1	PS_chr01_G000781
PS_chr01_G000783.mRNA.1	PS_chr01_G000783
PS_chr01_G000787.mRNA.1	PS_chr01_G000787
PS_chr01_G000788.mRNA.1	PS_chr01_G000788
PS_chr01_G000789.mRNA.1	PS_chr01_G000789
PS_chr01_G000790.mRNA.2	PS_chr01_G000790
PS_chr01_G000791.mRNA.1	PS_chr01_G000791
PS_chr01_G000792.mRNA.2	PS_chr01_G000792
PS_chr01_G000793.mRNA.1	PS_chr01_G000793
PS_chr01_G000794.mRNA.2	PS_chr01_G000794
PS_chr01_G000795.mRNA.1	PS_chr01_G000795
PS_chr01_G000796.mRNA.1	PS_chr01_G000796
PS_chr01_G000798.mRNA.3	PS_chr01_G000798
PS_chr01_G000799.mRNA.2	PS_chr01_G000799
PS_chr01_G000803.mRNA.1	PS_chr01_G000803
PS_chr01_G000804.mRNA.1	PS_chr01_G000804
PS_chr01_G000805.mRNA.1	PS_chr01_G000805
PS_chr01_G000806.mRNA.1	PS_chr01_G000806
PS_chr01_G000807.mRNA.1	PS_chr01_G000807
PS_chr01_G000809.mRNA.1	PS_chr01_G000809
PS_chr01_G000811.mRNA.2	PS_chr01_G000811
PS_chr01_G000812.mRNA.2	PS_chr01_G000812
PS_chr01_G000814.mRNA.1	PS_chr01_G000814
PS_chr01_G000815.mRNA.1	PS_chr01_G000815
PS_chr01_G000816.mRNA.1	PS_chr01_G000816
PS_chr01_G000817.mRNA.1	PS_chr01_G000817
PS_chr01_G000818.mRNA.1	PS_chr01_G000818
PS_chr01_G000819.mRNA.2	PS_chr01_G000819
PS_chr01_G000820.mRNA.1	PS_chr01_G000820
PS_chr01_G000821.mRNA.4	PS_chr01_G000821
PS_chr01_G000822.mRNA.2	PS_chr01_G000822
PS_chr01_G000823.mRNA.6	PS_chr01_G000823
PS_chr01_G000824.mRNA.1	PS_chr01_G000824
PS_chr01_G000825.mRNA.1	PS_chr01_G000825
PS_chr01_G000827.mRNA.1	PS_chr01_G000827
PS_chr01_G000828.mRNA.4	PS_chr01_G000828
PS_chr01_G000829.mRNA.2	PS_chr01_G000829
PS_chr01_G000830.mRNA.1	PS_chr01_G000830
PS_chr01_G000831.mRNA.2	PS_chr01_G000831
PS_chr01_G000832.mRNA.2	PS_chr01_G000832
PS_chr01_G000833.mRNA.1	PS_chr01_G000833
PS_chr01_G000834.mRNA.1	PS_chr01_G000834
PS_chr01_G000835.mRNA.1	PS_chr01_G000835
PS_chr01_G000836.mRNA.1	PS_chr01_G000836
PS_chr01_G000837.mRNA.2	PS_chr01_G000837
PS_chr01_G000838.mRNA.2	PS_chr01_G000838
PS_chr01_G000840.mRNA.1	PS_chr01_G000840
PS_chr01_G000841.mRNA.2	PS_chr01_G000841
PS_chr01_G000842.mRNA.1	PS_chr01_G000842
PS_chr01_G000844.mRNA.4	PS_chr01_G000844
PS_chr01_G000846.mRNA.1	PS_chr01_G000846
PS_chr01_G000847.mRNA.1	PS_chr01_G000847
PS_chr01_G000848.mRNA.4	PS_chr01_G000848
PS_chr01_G000849.mRNA.1	PS_chr01_G000849
PS_chr01_G000850.mRNA.1	PS_chr01_G000850
PS_chr01_G000851.mRNA.1	PS_chr01_G000851
PS_chr01_G000852.mRNA.1	PS_chr01_G000852
PS_chr01_G000853.mRNA.3	PS_chr01_G000853
PS_chr01_G000854.mRNA.1	PS_chr01_G000854
PS_chr01_G000855.mRNA.1	PS_chr01_G000855
PS_chr01_G000857.mRNA.1	PS_chr01_G000857
PS_chr01_G000858.mRNA.1	PS_chr01_G000858
PS_chr01_G000859.mRNA.3	PS_chr01_G000859
PS_chr01_G000860.mRNA.4	PS_chr01_G000860
PS_chr01_G000861.mRNA.2	PS_chr01_G000861
PS_chr01_G000863.mRNA.2	PS_chr01_G000863
PS_chr01_G000864.mRNA.1	PS_chr01_G000864
PS_chr01_G000865.mRNA.1	PS_chr01_G000865
PS_chr01_G000866.mRNA.1	PS_chr01_G000866
PS_chr01_G000867.mRNA.3	PS_chr01_G000867
PS_chr01_G000868.mRNA.1	PS_chr01_G000868
PS_chr01_G000874.mRNA.6	PS_chr01_G000874
PS_chr01_G000875.mRNA.1	PS_chr01_G000875
PS_chr01_G000876.mRNA.1	PS_chr01_G000876
PS_chr01_G000877.mRNA.2	PS_chr01_G000877
PS_chr01_G000879.mRNA.1	PS_chr01_G000879
PS_chr01_G000881.mRNA.3	PS_chr01_G000881
PS_chr01_G000882.mRNA.1	PS_chr01_G000882
PS_chr01_G000883.mRNA.1	PS_chr01_G000883
PS_chr01_G000884.mRNA.1	PS_chr01_G000884
PS_chr01_G000885.mRNA.1	PS_chr01_G000885
PS_chr01_G000886.mRNA.1	PS_chr01_G000886
PS_chr01_G000887.mRNA.1	PS_chr01_G000887
PS_chr01_G000888.mRNA.1	PS_chr01_G000888
PS_chr01_G000889.mRNA.1	PS_chr01_G000889
PS_chr01_G000890.mRNA.1	PS_chr01_G000890
PS_chr01_G000891.mRNA.1	PS_chr01_G000891
PS_chr01_G000892.mRNA.1	PS_chr01_G000892
PS_chr01_G000893.mRNA.1	PS_chr01_G000893
PS_chr01_G000894.mRNA.1	PS_chr01_G000894
PS_chr01_G000895.mRNA.5	PS_chr01_G000895
PS_chr01_G000896.mRNA.1	PS_chr01_G000896
PS_chr01_G000897.mRNA.1	PS_chr01_G000897
PS_chr01_G000899.mRNA.1	PS_chr01_G000899
PS_chr01_G000900.mRNA.1	PS_chr01_G000900
PS_chr01_G000901.mRNA.3	PS_chr01_G000901
PS_chr01_G000902.mRNA.1	PS_chr01_G000902
PS_chr01_G000903.mRNA.1	PS_chr01_G000903
PS_chr01_G000904.mRNA.2	PS_chr01_G000904
PS_chr01_G000905.mRNA.3	PS_chr01_G000905
PS_chr01_G000906.mRNA.1	PS_chr01_G000906
PS_chr01_G000907.mRNA.2	PS_chr01_G000907
PS_chr01_G000908.mRNA.1	PS_chr01_G000908
PS_chr01_G000909.mRNA.1	PS_chr01_G000909
PS_chr01_G000910.mRNA.1	PS_chr01_G000910
PS_chr01_G000911.mRNA.2	PS_chr01_G000911
PS_chr01_G000912.mRNA.1	PS_chr01_G000912
PS_chr01_G000913.mRNA.2	PS_chr01_G000913
PS_chr01_G000914.mRNA.1	PS_chr01_G000914
PS_chr01_G000915.mRNA.2	PS_chr01_G000915
PS_chr01_G000916.mRNA.2	PS_chr01_G000916
PS_chr01_G000917.mRNA.2	PS_chr01_G000917
PS_chr01_G000918.mRNA.1	PS_chr01_G000918
PS_chr01_G000919.mRNA.4	PS_chr01_G000919
PS_chr01_G000920.mRNA.1	PS_chr01_G000920
PS_chr01_G000921.mRNA.2	PS_chr01_G000921
PS_chr01_G000922.mRNA.1	PS_chr01_G000922
PS_chr01_G000923.mRNA.2	PS_chr01_G000923
PS_chr01_G000926.mRNA.1	PS_chr01_G000926
PS_chr01_G000927.mRNA.2	PS_chr01_G000927
PS_chr01_G000928.mRNA.1	PS_chr01_G000928
PS_chr01_G000929.mRNA.1	PS_chr01_G000929
PS_chr01_G000930.mRNA.1	PS_chr01_G000930
PS_chr01_G000931.mRNA.3	PS_chr01_G000931
PS_chr01_G000932.mRNA.1	PS_chr01_G000932
PS_chr01_G000934.mRNA.1	PS_chr01_G000934
PS_chr01_G000935.mRNA.1	PS_chr01_G000935
PS_chr01_G000936.mRNA.5	PS_chr01_G000936
PS_chr01_G000937.mRNA.1	PS_chr01_G000937
PS_chr01_G000938.mRNA.1	PS_chr01_G000938
PS_chr01_G000939.mRNA.1	PS_chr01_G000939
PS_chr01_G000940.mRNA.1	PS_chr01_G000940
PS_chr01_G000941.mRNA.1	PS_chr01_G000941
PS_chr01_G000942.mRNA.1	PS_chr01_G000942
PS_chr01_G000943.mRNA.1	PS_chr01_G000943
PS_chr01_G000944.mRNA.1	PS_chr01_G000944
PS_chr01_G000945.mRNA.1	PS_chr01_G000945
PS_chr01_G000946.mRNA.1	PS_chr01_G000946
PS_chr01_G000948.mRNA.1	PS_chr01_G000948
PS_chr01_G000949.mRNA.2	PS_chr01_G000949
PS_chr01_G000950.mRNA.1	PS_chr01_G000950
PS_chr01_G000951.mRNA.1	PS_chr01_G000951
PS_chr01_G000952.mRNA.12	PS_chr01_G000952
PS_chr01_G000953.mRNA.15	PS_chr01_G000953
PS_chr01_G000954.mRNA.3	PS_chr01_G000954
PS_chr01_G000955.mRNA.1	PS_chr01_G000955
PS_chr01_G000956.mRNA.1	PS_chr01_G000956
PS_chr01_G000957.mRNA.1	PS_chr01_G000957
PS_chr01_G000958.mRNA.1	PS_chr01_G000958
PS_chr01_G000959.mRNA.1	PS_chr01_G000959
PS_chr01_G000960.mRNA.1	PS_chr01_G000960
PS_chr01_G000961.mRNA.1	PS_chr01_G000961
PS_chr01_G000962.mRNA.3	PS_chr01_G000962
PS_chr01_G000963.mRNA.1	PS_chr01_G000963
PS_chr01_G000964.mRNA.1	PS_chr01_G000964
PS_chr01_G000965.mRNA.3	PS_chr01_G000965
PS_chr01_G000969.mRNA.21	PS_chr01_G000969
PS_chr01_G000970.mRNA.1	PS_chr01_G000970
PS_chr01_G000971.mRNA.1	PS_chr01_G000971
PS_chr01_G000976.mRNA.1	PS_chr01_G000976
PS_chr01_G000977.mRNA.4	PS_chr01_G000977
PS_chr01_G000978.mRNA.3	PS_chr01_G000978
PS_chr01_G000979.mRNA.1	PS_chr01_G000979
PS_chr01_G000980.mRNA.1	PS_chr01_G000980
PS_chr01_G000981.mRNA.1	PS_chr01_G000981
PS_chr01_G000982.mRNA.1	PS_chr01_G000982
PS_chr01_G000983.mRNA.1	PS_chr01_G000983
PS_chr01_G000984.mRNA.1	PS_chr01_G000984
PS_chr01_G000985.mRNA.3	PS_chr01_G000985
PS_chr01_G000986.mRNA.1	PS_chr01_G000986
PS_chr01_G000987.mRNA.2	PS_chr01_G000987
PS_chr01_G000988.mRNA.1	PS_chr01_G000988
PS_chr01_G000989.mRNA.1	PS_chr01_G000989
PS_chr01_G000990.mRNA.1	PS_chr01_G000990
PS_chr01_G000991.mRNA.1	PS_chr01_G000991
PS_chr01_G000992.mRNA.1	PS_chr01_G000992
PS_chr01_G000993.mRNA.1	PS_chr01_G000993
PS_chr01_G000994.mRNA.1	PS_chr01_G000994
PS_chr01_G000996.mRNA.1	PS_chr01_G000996
PS_chr01_G000995.mRNA.5	PS_chr01_G000995
PS_chr01_G000997.mRNA.4	PS_chr01_G000997
PS_chr01_G000998.mRNA.1	PS_chr01_G000998
PS_chr01_G000999.mRNA.1	PS_chr01_G000999
PS_chr01_G001000.mRNA.3	PS_chr01_G001000
PS_chr01_G001001.mRNA.1	PS_chr01_G001001
PS_chr01_G001002.mRNA.1	PS_chr01_G001002
PS_chr01_G001003.mRNA.3	PS_chr01_G001003
PS_chr01_G001004.mRNA.2	PS_chr01_G001004
PS_chr01_G001005.mRNA.1	PS_chr01_G001005
PS_chr01_G001006.mRNA.1	PS_chr01_G001006
PS_chr01_G001007.mRNA.1	PS_chr01_G001007
PS_chr01_G001008.mRNA.2	PS_chr01_G001008
PS_chr01_G001009.mRNA.3	PS_chr01_G001009
PS_chr01_G001010.mRNA.2	PS_chr01_G001010
PS_chr01_G001011.mRNA.1	PS_chr01_G001011
PS_chr01_G001012.mRNA.1	PS_chr01_G001012
PS_chr01_G001013.mRNA.1	PS_chr01_G001013
PS_chr01_G001014.mRNA.1	PS_chr01_G001014
PS_chr01_G001015.mRNA.1	PS_chr01_G001015
PS_chr01_G001016.mRNA.1	PS_chr01_G001016
PS_chr01_G001017.mRNA.1	PS_chr01_G001017
PS_chr01_G001018.mRNA.1	PS_chr01_G001018
PS_chr01_G001020.mRNA.1	PS_chr01_G001020
PS_chr01_G001019.mRNA.6	PS_chr01_G001019
PS_chr01_G001021.mRNA.1	PS_chr01_G001021
PS_chr01_G001022.mRNA.1	PS_chr01_G001022
PS_chr01_G001023.mRNA.2	PS_chr01_G001023
PS_chr01_G001025.mRNA.1	PS_chr01_G001025
PS_chr01_G001026.mRNA.1	PS_chr01_G001026
PS_chr01_G001027.mRNA.1	PS_chr01_G001027
PS_chr01_G001028.mRNA.2	PS_chr01_G001028
PS_chr01_G001029.mRNA.1	PS_chr01_G001029
PS_chr01_G001030.mRNA.2	PS_chr01_G001030
PS_chr01_G001031.mRNA.1	PS_chr01_G001031
PS_chr01_G001032.mRNA.1	PS_chr01_G001032
PS_chr01_G001034.mRNA.1	PS_chr01_G001034
PS_chr01_G001035.mRNA.1	PS_chr01_G001035
PS_chr01_G001036.mRNA.2	PS_chr01_G001036
PS_chr01_G001037.mRNA.1	PS_chr01_G001037
PS_chr01_G001038.mRNA.1	PS_chr01_G001038
PS_chr01_G001039.mRNA.1	PS_chr01_G001039
PS_chr01_G001040.mRNA.1	PS_chr01_G001040
PS_chr01_G001041.mRNA.1	PS_chr01_G001041
PS_chr01_G001042.mRNA.1	PS_chr01_G001042
PS_chr01_G001043.mRNA.1	PS_chr01_G001043
PS_chr01_G001044.mRNA.1	PS_chr01_G001044
PS_chr01_G001045.mRNA.1	PS_chr01_G001045
PS_chr01_G001046.mRNA.2	PS_chr01_G001046
PS_chr01_G001047.mRNA.1	PS_chr01_G001047
PS_chr01_G001048.mRNA.1	PS_chr01_G001048
PS_chr01_G001049.mRNA.1	PS_chr01_G001049
PS_chr01_G001050.mRNA.3	PS_chr01_G001050
PS_chr01_G001051.mRNA.2	PS_chr01_G001051
PS_chr01_G001052.mRNA.2	PS_chr01_G001052
PS_chr01_G001053.mRNA.1	PS_chr01_G001053
PS_chr01_G001054.mRNA.1	PS_chr01_G001054
PS_chr01_G001055.mRNA.1	PS_chr01_G001055
PS_chr01_G001056.mRNA.1	PS_chr01_G001056
PS_chr01_G001057.mRNA.4	PS_chr01_G001057
PS_chr01_G001058.mRNA.1	PS_chr01_G001058
PS_chr01_G001059.mRNA.1	PS_chr01_G001059
PS_chr01_G001060.mRNA.1	PS_chr01_G001060
PS_chr01_G001061.mRNA.1	PS_chr01_G001061
PS_chr01_G001062.mRNA.1	PS_chr01_G001062
PS_chr01_G001063.mRNA.2	PS_chr01_G001063
PS_chr01_G001064.mRNA.1	PS_chr01_G001064
PS_chr01_G001065.mRNA.3	PS_chr01_G001065
PS_chr01_G001066.mRNA.1	PS_chr01_G001066
PS_chr01_G001067.mRNA.1	PS_chr01_G001067
PS_chr01_G001068.mRNA.1	PS_chr01_G001068
PS_chr01_G001069.mRNA.1	PS_chr01_G001069
PS_chr01_G001070.mRNA.1	PS_chr01_G001070
PS_chr01_G001071.mRNA.1	PS_chr01_G001071
PS_chr01_G001072.mRNA.1	PS_chr01_G001072
PS_chr01_G001073.mRNA.1	PS_chr01_G001073
PS_chr01_G001074.mRNA.1	PS_chr01_G001074
PS_chr01_G001075.mRNA.3	PS_chr01_G001075
PS_chr01_G001076.mRNA.2	PS_chr01_G001076
PS_chr01_G001077.mRNA.1	PS_chr01_G001077
PS_chr01_G001078.mRNA.1	PS_chr01_G001078
PS_chr01_G001080.mRNA.2	PS_chr01_G001080
PS_chr01_G001081.mRNA.2	PS_chr01_G001081
PS_chr01_G001082.mRNA.1	PS_chr01_G001082
PS_chr01_G001083.mRNA.1	PS_chr01_G001083
PS_chr01_G001084.mRNA.1	PS_chr01_G001084
PS_chr01_G001085.mRNA.1	PS_chr01_G001085
PS_chr01_G001086.mRNA.1	PS_chr01_G001086
PS_chr01_G001087.mRNA.1	PS_chr01_G001087
PS_chr01_G001088.mRNA.1	PS_chr01_G001088
PS_chr01_G001089.mRNA.1	PS_chr01_G001089
PS_chr01_G001090.mRNA.1	PS_chr01_G001090
PS_chr01_G001091.mRNA.1	PS_chr01_G001091
PS_chr01_G001092.mRNA.1	PS_chr01_G001092
PS_chr01_G001093.mRNA.3	PS_chr01_G001093
PS_chr01_G001095.mRNA.1	PS_chr01_G001095
PS_chr01_G001096.mRNA.1	PS_chr01_G001096
PS_chr01_G001098.mRNA.1	PS_chr01_G001098
PS_chr01_G001099.mRNA.1	PS_chr01_G001099
PS_chr01_G001100.mRNA.2	PS_chr01_G001100
PS_chr01_G001101.mRNA.1	PS_chr01_G001101
PS_chr01_G001102.mRNA.1	PS_chr01_G001102
PS_chr01_G001103.mRNA.1	PS_chr01_G001103
PS_chr01_G001104.mRNA.2	PS_chr01_G001104
PS_chr01_G001105.mRNA.1	PS_chr01_G001105
PS_chr01_G001106.mRNA.1	PS_chr01_G001106
PS_chr01_G001107.mRNA.1	PS_chr01_G001107
PS_chr01_G001109.mRNA.1	PS_chr01_G001109
PS_chr01_G001110.mRNA.1	PS_chr01_G001110
PS_chr01_G001111.mRNA.1	PS_chr01_G001111
PS_chr01_G001112.mRNA.1	PS_chr01_G001112
PS_chr01_G001113.mRNA.1	PS_chr01_G001113
PS_chr01_G001114.mRNA.1	PS_chr01_G001114
PS_chr01_G001115.mRNA.2	PS_chr01_G001115
PS_chr01_G001116.mRNA.1	PS_chr01_G001116
PS_chr01_G001117.mRNA.2	PS_chr01_G001117
PS_chr01_G001118.mRNA.2	PS_chr01_G001118
PS_chr01_G001119.mRNA.1	PS_chr01_G001119
PS_chr01_G001120.mRNA.1	PS_chr01_G001120
PS_chr01_G001121.mRNA.1	PS_chr01_G001121
PS_chr01_G001122.mRNA.1	PS_chr01_G001122
